,number,progress,title,like,contents,answer,category,sday,eday,proponent
6355,286356,청원종료,혹시 이글 보신적 있나요?(길고양이),86,"갈수록 심해지는 길고양이  문제 
이젠 나라에서 해결할 때가 온듯합니다
먹을것,잘곳없이 쓰레기 뜯고 로드킬에
굶고 병들어 죽고 학대로 죽는 길고양이들!!!
일본,대만에선 길고양이들이 사람들과
더불어 행복하게 살아가는 모습  tv에서
자주 접합니다 넘 따뜻하고 행복해보였습니다
개체수 조절,치료도 필요하고
혐오자들 눈 피해 편히 먹고 잘곳도 필요합니다
캠페인식으로 전국민이 매일 자주 접할수있게
TV로 방영해 주는것도 필요합니다
국민들 인식이 바뀔때입니다
험한 길생활을 하는 가녀린 생명들을
외면하지 말아주세요  
약한 동물을 시작으로 사람에게까지
잔인한 학대,살인이 이어지는것
이제는 종지부를 찍어야할때입니다
더이상 세계인의 손가락질 받지않는
따뜻하고 정겨로운 대한민국이 됐음 합니다
길고양이  문제로 청원이 자주 올라올때는
국민들도 점점 걱정하고 변화가 있길
간절히 바라는것 아니겠습니까?
동물법이 약해서 우리나라 동물들은
세계 최악으로 불쌍하고 반대로 그런 법을
악용해서 사람들은 점점 더 악해지고
잔인해지는겁니다
우리 생활에 매일 보이는 길고양이들 문제부터
속히 해결해 나가야 모두가 행복해집니다
쉼터가 필요합니다  꼭 있어야 합니다
그리고 개,고양이 식용종식 되어야 하고
동물보호법 강력히 벌금형이 아닌 실형 징역형으로
바뀌길 바랍니다  불법 개농장,강아지,고양이공장,
펫샵등이 사라져야 유기견,묘가 사라질것입니다
반려동물을 사고파는 행위 종식되야 합니다
아무나 키우게 하지 말아주세요
유기하거나 학대한 사람은 두번다시 못키우게
법으로 만들어주세요 
이상 대한민국에 사는 한 국민이였습니다
감사합니다^^",,반려동물,2018-06-27,2018-07-27,naver
6584,286585,청원종료,부천중1동어피스텔 동물 학대,12,부천중 1동 오피스텔 에거주하시는50 대 남성분이 상즙적 으로 동물을 학대하고 있습니다  집한경이 무척 불결 하고  동물들은 열 세알씩 사료를먹고 진드기나 다른 질병에도 재 대로댄 치로를 받을수없습니다  인터냇에는50대 남성분이개를곧어차 기도하고  고양이를 던지기도 한다는  훙훙한재보가 있다르고 있습니다,,반려동물,2018-06-27,2018-07-27,facebook
6709,286710,청원종료,반려동물의료비용,94,"안녕하세요 저는 두아이(강아지)을 기르고있는 아이에 엄마입니다

두아이을 키울떄 예상지 못한 상황이 발생하여 병원을 가게돼는데 그럴때마다 지갑속에있는돈은 전부 병원에 지출하게돼어습니다  그래서 두아이을 데리고 병원을 가야됄 상황이 와도 어쩔수없이 가축약품에가서 약을 사야했습니다 
근데 가축동물약품은  일반(구충제.설사약.예방주사.등등)약을팔지 정말로 울아이들이 피토하고심한경우에)가축약품에는 그런 약이없더라구요 어쩔수없이 병원에 데리고가야 할수밖에없더라구요 ... 두아이들을 사랑하고 남의아이(강아지)들을 사랑하기때문에 .........청와대게시물 에 하소연하게 돼어습니다.....
돈많은 분들은 10000원100000원 등등 들어도 신경을 쓰지않겠지만 더운날씨 추운날씨에 아이들 사료 치료비을 벌로 나가는 직장인들... ...사람들이 그렇게죠 돈없으면 아이들을  왜키우냐고.....우리가 아이들을  키우지않았으면  우리문화는 개고기문화가 돼어있고 길거리에는 유기동물들이 때로 몰려있게죠 
우리가 반려동물을 키우기때문에 유기동물.개고기문화가 없어지는것입니다 .....
문대통령님 반려동물을 키우는 분이시니 이해 했을꺼라고믿고 동물을키우는 분들에 마음을 잘아시는 대통령님 ........제 하소연을 너그럽게 이해 해주시고 받앚 세요.......",,반려동물,2018-06-27,2018-07-27,naver
6840,286841,청원종료,축구선수 장현수를 배구선수로 만들어주세요,6,멕시코전에 보니까 손 굉장히 잘쓰던데 배구나 핸드볼 분야로 진출시키세요,,반려동물,2018-06-27,2018-07-27,naver
6992,286993,청원종료,개고기를 금지시켜선 절대 안된다.,7,"나는 주관적으로 개고기는 절대로 먹지 못하지만 개고기를 먹는게 절대적으로 잘못된게 아니다.
어떠한 동물은 식용으로 사용해도 되고, 어떤 동물은 식용으로 사용하면 안된다는 주장에서
논리라고는 아주 조금도 찾아볼수없는 우기는것에 지나지않는다.

식용개도, 돼지, 소, 닭 모든 동물들은 공통적으로 

도축되어지기 전까지는 행복을 누리고 좋은 환경에서 
살아가다가 짧은시간에 빨리 죽이는 도축을 해준다면 절대로 아무런 잘못된것이 없다.

하지만, 반대로 안좋은 환경, 지저분한 음식을 제공한다던지, 동물이 스트레스를 받는 원인제공을 하거나,
도축을 몽둥이로 패거나 오랜시간동안 고통을 느끼게 해주는 도축방식은 무조건 잘못되었다.

개와 고양이의 식용금지를 국회에서 논하고 있다는것에서 국회가 얼마나 무능한지 다시한번 깨닳을수있다.
정말 논해야 하는 논점이 틀렸다. 

논점은 개와 고양이의 식용금지를 논하는것이 아닌, 
식용으로 쓰이는 모든 동물들이 공통적으로 도축되기 전까지 
행복을 누릴만한 환경을 가축시설에서 제대로 제공하는지 안하는지,
사육시설이 동물을 막대하지는 않는지를 확인해야 하는것이다.

개는 평소에 가깝게 지내던 동물들이니까 식용으로 쓰이면 안된다는 사람들은
개가 아니라 평소에 애완돼지, 애완용 닭이 일반적으로 가정집에서 많이들 키워왔더라면 
돼지, 닭도 안먹겠다 난리칠건지 궁금하다. 

개랑 소,돼지를 다르게 구분지어놓고서는  
소,돼지는 먹어도 되지만 개는 먹으면 안된다는 논리라고는 조금도 찾을수없는 
주장만 늘여놓는 사람들이 많다. 

동물은 다 똑같은 동물이고, 개가 도축당할때 느끼는 아픔은 소,돼지,닭도 똑같이 느낀다.
절대적으로 개와 고양이를 식용금지 시켜서는 안될것이다.",,반려동물,2018-06-27,2018-07-27,naver
7022,287023,청원종료,애견등록제,3,애견등록만 되어있는 사람들만 키울수 있게 청원 합니다. 현재 애견등록제가 시행되고 있지만 거의 대부분 지켜지고 있지 않습니다.,,반려동물,2018-06-27,2018-07-27,naver
7211,287212,청원종료,민정씨 힘내세요^^,2,"고민정씨 수고가 많으세요.

땀좀 닦아가면서.. 아니 에어컨은 나오니까..

커피 너무 많이 마시진 마시구요. 건강에 해로우니까

민정씨 파이팅!",,반려동물,2018-06-27,2018-07-27,twitter
7304,287305,청원종료,동물식용을 금지시켜주십시오,22,"동물 식용에대해 청원할려고합니다
강아지 고양이등등  생명이있다고생각합니다
강아지나 고양이는식용된다고한다면 왜사람은 식용안된다는거죠??좀 이상하다고생각하지않으십니까?강아지 고양이들도우리랑 똑같은 생명이고 보호해주어야하는 존재인데 어째서 나라에서는 계속식용을하도록놔두는겁니까  문재인대통령님 티비에서는 늘웃으시고 친절하신거같은데 왜 티비속과 밖이 다릅니까 다시 한번믿어보겠습니다",,반려동물,2018-06-27,2018-07-27,facebook
7371,287372,청원종료,차안에 갇혀 방치되있는 반려견들 있을때 차유리를 깨는걸 합법으로 해주세요,27,"대통령님 우리도 미국처럼 동물보호법을 강화시켜주세요.
미국은 더운날씨에 반려견이 차안에 갇혀 방치되면
남의차 유리를 깨도 합법이며 반려견 주인을 처벌할수 있고 반려견을 구해낼수있습니다. 그리고 동물을 학대하는 사람들에게 강력히 벌을줄수있게 동물보호법을 강화시켜주세요~~",,반려동물,2018-06-27,2018-07-27,naver
7467,287468,청원종료,개 식용을 자율화 해야 한다는 입장 입니다,5,"제 생각입니다 

개는 반려동물이다 가족같은 동물이다 라고 주장하는 사람들이 있는데
흰두교에서는 소를 신성시하여 먹지않는데 만약에 흰두교인들이 전세계 국가들에게 소를 식용으로 먹는것을 금지해달라고 주장한다면 다른 국가들은 이런식으로 말하지 않겠습니까 문화의 차이여서 안된다 

그럼 입장 바꿔서 아시아인들이 개고기를 먹는 문화가 잔존하는데 다른 국가 특히 백인들이 주류인 국가들이 개고기를 먹는 행위를 잔인한 행위 야만적 행위라고 주장하는데 개고기 먹는 문화 단순히 문화의차이가 아닐까 생각됩니다 

그러므로 저는 개인의 문화의 차이를 존중해 줘야 한다고 생각합니다 

 제 생각에 불만 있으신 분이 계시다면 제 페이스북 주소에 들어 오셔서 메시지 보내주세요 

https://www.facebook.com/profile.php?id=100004782095185",,반려동물,2018-06-27,2018-07-27,facebook
7469,287470,청원종료,동물학대범들에게서 동물들을 구해주세요.,500,"우리나라의 동물 보호법은 동물들을 보호하기에 너무나 부족합니다. 
하루가 멀다하고 동물학대에 관련한 기사가 올라옵니다. 더할 수 없이 약자인 동물들을 지킬 수 있는 건 법적 근거입니다.
동물학대범들에 대한 처벌수위가 약하고, 심지어 학대당한 동물을 가해자에게 되돌려 보내는 일이 빈번합니다.
동물학대가 확인되는 즉시 소유권 박탈하고 격리해야 합니다. 그리고 그들은 영구적으로 반려동물 소유, 양육을 금지당해야 합니다. 
또한 동물 관련 업에 종사하는 것을 금지해야 합니다. 
제발 학대당하는 동물들을 지켜주세요. 제대로 반려동물을 양육하는 사람들은 압니다. 동물들이 얼마나 어린 아이와 같은지요. 
제발 순수하고 약한 그들을 보호할 수 있는 실효성 있는 법을 만들어주세요.",,반려동물,2018-06-27,2018-07-27,naver
7475,287476,청원종료,국가에서 동물 보험을 만들어 주세요.,11,"우리나라에 약 800만 마리의 개, 고양이 있는데 그 중에 보험에 가입 된 것은 2000마리에 있다고 한다. 동물 보험의 종류가 3가지인데 이것은 대기업의 보험이다.
 우리나라에서는 1995~2015년 까지 1인 가구가 늘면서 반려동물과 함께 사는 사람들도 아마 늘었을 것이고 꼭 1인 가구가 아니여도 반려동물을 키우는 사람은 많은 것이다.
 그러면 예를 들어 자신의 가족이 병에 걸리거나 그런 일이 있으면은 보험 등으로 돈을 낼 액수가 줄어들 것이다.
 하지만 동물은 치료비용이 보험이 없으면 전부 자신이 부담해야 하기때문에 반려동물을 버리는 일이  생길 수도 있을 것이다. 그리고 동물 보험은 3개 정도 밖에 안되서 선택권도 줄어들 것이지만 국가에서도 동물 보험을 만들어 주면 나라에서의 보험이니 신뢰성도 있고 서비스로 믿을 만 할테니 사람들이 지금보다 더욱 동물 보험에 가입을 하여 반려동물을 버리지도 않고 계속 키울 수 있을 것이니 국가에서 동물 보험을 만들어 사람과 같은 하나의 생명인 동물을 지켜주었면 좋겠습니다.",,반려동물,2018-06-27,2018-07-27,facebook
7668,287669,청원종료,감독 신태용에서 감스트로 바꿔주세요,1,신태용보단 감스트가 더 난거같네요,,반려동물,2018-06-28,2018-07-28,facebook
7784,287785,청원종료,독일 국가대표 감독 뢰브영입을 청원합니다,1,어차피 독일로 못돌아갈것같은데 노이어랑 같이 데려옵시다,,반려동물,2018-06-28,2018-07-28,naver
7819,287820,청원종료,제 친구가 손흥민 대신 입대를 하게 해 주세요,5,"오늘 있었던 독일과 우리나라의 경기에서 한국이 이기면 지가 대신 입대를 하겠다고 약속했습니다.
대신 보내주세요",,반려동물,2018-06-28,2018-07-28,naver
7837,287838,청원종료,한국 vs독일 심판 유인원인지 아닌지 확인부탁드립니다,1,마지막 김영권골 앞에서 바로보고 골무효처리하고 항의하니깐 VAR외치네요 확인부탁드립니다,,반려동물,2018-06-28,2018-07-28,naver
7842,287843,청원종료,오늘을 공휴일로,0,독일이긴날 임시공휴일로 만들어 주세요,,반려동물,2018-06-28,2018-07-28,facebook
7910,287911,청원종료,장현수 비행기 트렁크는 타게 해주세요,1,청원합니다,,반려동물,2018-06-28,2018-07-28,naver
7921,287922,청원종료,"소,돼지,닭 도살과 식용을 금지시켜주세요",19,"개,고양이 ,소,돼지,닭,오리 등등....
모든 동물들은 감정과 고통을 느낀다고 합니다.
특정 동물만 보통 사람들이 반려동물로 기른다고 해서
차별하면 안된다고 생각합니다. 
모든 동물을 먹지 못하게 해주세요",,반려동물,2018-06-28,2018-07-28,naver
7984,287985,청원종료,월드컵 대표팀 비난 하던 사람 처벌 관련 입니다,1,테클로 집까지 오게 해달라고 청원한 사람을 모스크바 까지 왕복으로  테클로 다녀오게 해주세요.,,반려동물,2018-06-28,2018-07-28,naver
